image_name,x_min,x_max,y_min,y_max
image_1150,335,422,58,115
image_1151,36,370,14,387
image_1152,0,504,0,452
image_1153,139,422,52,272
image_1154,45,280,185,495
image_1155,81,445,47,217
image_1156,6,301,1,488
image_1157,7,189,2,183
image_1158,11,195,17,202
image_1159,115,389,22,456
image_1160,137,380,23,313
image_1161,47,311,81,476
image_1162,73,480,36,397
image_1163,78,301,61,457
image_1164,9,234,1,207
image_1165,277,499,84,345
image_1166,1,230,8,245
image_1167,32,485,29,338
image_1168,38,443,2,428
image_1169,10,179,3,149
image_1170,198,412,129,332
image_1171,8,301,5,370
image_1172,8,331,1,435
image_1173,167,326,199,343
image_1174,35,469,31,262
image_1175,205,426,113,250
image_1176,0,246,0,438
image_1177,12,385,41,492
image_1178,58,288,9,393
image_1179,199,358,161,303
image_1180,17,218,27,247
image_1181,8,229,11,296
image_1182,76,489,1,357
image_1183,68,360,31,352
image_1184,0,329,1,483
image_1185,26,445,13,332
image_1186,18,267,97,407
image_1187,88,483,16,373
image_1188,173,499,70,282
image_1189,79,465,40,326
image_1190,66,380,21,332
image_1191,66,387,31,475
image_1192,55,239,27,204
image_1193,0,150,61,383
image_1194,29,365,0,413
image_1195,50,331,82,488
image_1196,0,324,6,498
image_1197,39,305,14,424
image_1198,21,397,96,279
image_1199,9,320,41,349
image_1200,32,295,30,477
image_1201,57,499,0,332
image_1202,42,499,16,356
image_1203,94,403,29,323
image_1204,17,245,138,498
image_1205,88,446,28,337
image_1206,0,307,87,476
image_1207,52,328,0,493
image_1208,65,419,42,312
image_1209,0,419,0,356
image_1210,39,499,19,333
image_1211,8,459,2,332
image_1212,328,458,219,355
image_1213,3,230,0,358
image_1214,15,249,1,374
image_1215,65,445,0,399
image_1216,114,329,63,309
image_1217,10,400,28,498
image_1218,2,397,13,498
image_1219,34,494,0,365
image_1220,17,331,60,498
image_1221,185,499,12,337
image_1222,105,425,61,332
image_1223,0,291,35,498
image_1224,22,162,174,401
image_1225,112,354,52,363
image_1226,13,298,30,487
image_1227,53,452,0,399
image_1228,23,235,8,295
image_1229,0,239,19,172
image_1230,60,308,78,456
image_1231,63,210,30,306
image_1232,7,270,87,458
image_1233,31,368,27,355
image_1234,98,445,21,348
image_1235,0,484,0,498
image_1236,26,413,84,332
image_1237,0,331,72,498
image_1238,13,233,10,221
image_1239,141,392,8,331
image_1240,6,400,132,334
image_1241,0,327,28,498
image_1242,7,498,2,397
image_1243,2,196,13,199
image_1244,22,190,0,266
image_1245,29,355,53,290
image_1246,0,358,110,480
image_1247,0,466,0,374
image_1248,39,499,34,332
image_1249,0,250,58,331
image_1250,22,243,46,294
image_1251,82,261,97,330
image_1252,11,338,8,323
image_1253,122,423,2,319
image_1254,57,155,2,195
image_1255,86,418,0,373
image_1256,164,431,91,277
image_1257,0,205,0,187
image_1258,2,319,116,283
image_1259,125,399,42,309
image_1260,0,354,1,497
image_1261,35,446,23,368
image_1262,41,432,1,347
image_1263,449,873,397,697
image_1264,52,356,7,425
image_1265,21,444,5,356
image_1266,23,232,4,217
image_1267,185,302,59,267
image_1268,94,497,2,327
image_1269,86,453,36,328
image_1270,220,499,40,374
image_1271,26,214,26,242
image_1272,45,378,26,343
image_1273,21,398,2,498
image_1274,48,394,2,281
image_1275,66,366,90,498
image_1276,276,499,111,332
image_1277,36,464,18,389
image_1278,31,388,38,450
image_1279,34,266,0,299
image_1280,128,346,72,374
image_1281,111,354,28,308
image_1282,243,367,37,219
image_1283,67,317,72,450
image_1284,46,365,40,470
image_1285,0,319,75,498
image_1286,78,445,23,296
image_1287,63,218,79,317
image_1288,0,288,24,291
image_1289,38,338,30,477
image_1290,2,297,41,498
image_1291,88,335,122,413
image_1292,27,481,22,399
image_1293,97,384,43,251
image_1294,69,286,37,281
image_1295,86,410,49,306
image_1296,16,244,10,125
image_1297,0,469,25,332
image_1298,0,217,14,187
image_1299,53,345,28,294
image_1300,73,485,23,399
image_1301,176,445,0,374
image_1302,0,243,86,498
image_1303,134,378,0,329
image_1304,20,391,2,498
image_1305,50,158,46,175
image_1306,48,351,42,279
image_1307,19,468,2,350
image_1308,16,256,21,188
image_1309,26,297,58,476
image_1310,30,367,36,440
image_1311,0,179,15,230
image_1312,197,337,194,330
image_1313,174,375,115,228
image_1314,150,452,1,372
image_1315,126,376,196,418
image_1316,13,287,26,300
image_1317,17,295,62,498
image_1318,91,303,73,438
image_1319,5,444,47,284
image_1320,78,498,49,348
image_1321,19,230,17,188
image_1322,74,296,117,332
image_1323,1,330,2,498
image_1324,119,307,0,304
image_1325,114,342,18,297
image_1326,49,245,24,201
image_1327,93,476,0,333
image_1328,52,336,42,318
image_1329,23,329,12,233
image_1330,100,421,20,336
image_1331,100,471,60,327
image_1332,79,491,0,423
image_1333,21,478,24,284
image_1334,10,334,26,286
image_1335,109,273,175,339
image_1336,45,316,25,345
image_1337,103,303,1,369
image_1338,91,410,86,418
image_1339,28,219,11,448
image_1340,16,232,16,325
image_1341,106,275,11,331
image_1342,215,369,100,374
image_1343,137,385,9,332
image_1344,35,232,3,345
image_1345,202,358,63,272
image_1346,130,389,3,331
image_1347,42,309,45,498
image_1348,39,208,27,222
image_1349,9,209,4,191
image_1350,113,367,48,262
image_1351,86,182,193,411
image_1352,189,385,19,374
image_1353,23,485,23,337
image_1354,170,499,64,280
image_1355,60,267,90,345
image_1356,36,288,0,498
image_1357,186,434,47,310
image_1358,191,382,17,332
image_1359,61,338,30,401
image_1360,42,227,24,379
image_1361,14,218,31,156
image_1362,58,238,36,480
image_1363,91,499,1,374
image_1364,1,300,2,498
image_1365,212,276,143,238
image_1366,0,333,0,331
image_1367,55,315,67,498
image_1368,158,258,97,229
image_1369,16,185,1,169
image_1370,23,306,20,490
image_1371,125,356,0,498
image_1372,82,421,75,310
image_1373,210,419,70,226
image_1374,28,237,14,209
image_1375,154,322,15,302
image_1376,183,279,53,226
image_1377,20,196,2,205
image_1378,111,392,14,374
image_1379,0,336,95,374
image_1380,41,455,21,310
image_1381,15,436,14,359
image_1382,53,425,20,361
image_1383,0,358,1,374
image_1384,43,228,21,496
image_1385,65,377,0,374
image_1386,190,370,65,332
image_1387,71,499,36,332
image_1388,72,410,39,310
image_1389,48,244,13,373
image_1390,62,290,16,487
image_1391,12,480,0,372
image_1392,37,331,96,498
image_1393,201,393,48,327
image_1394,93,404,16,384
image_1395,158,262,101,358
image_1396,10,231,1,278
image_1397,0,306,85,498
image_1398,22,328,18,464
image_1399,3,336,7,356
image_1400,68,396,17,374
image_1401,21,175,11,182
image_1402,133,316,109,235
image_1403,25,236,8,335
image_1404,105,280,120,447
image_1405,170,499,0,276
image_1406,81,316,0,428
image_1407,108,301,56,307
image_1408,73,172,58,301
image_1409,158,317,24,331
image_1410,123,347,37,323
image_1411,68,320,73,472
image_1412,90,495,16,332
image_1413,221,450,23,374
image_1414,175,349,30,342
image_1415,29,262,28,411
image_1416,46,367,21,492
image_1417,114,359,74,374
image_1418,0,262,19,360
image_1419,68,249,0,360
image_1420,85,403,32,343
image_1421,31,285,50,392
image_1422,75,376,97,412
image_1423,276,473,14,319
image_1424,6,276,16,352
image_1425,52,305,40,435
image_1426,0,467,8,312
image_1427,102,499,64,374
image_1428,215,316,0,227
image_1429,136,307,37,240
image_1430,140,333,228,486
image_1431,35,319,14,393
image_1432,29,307,0,312
image_1433,40,278,75,496
image_1434,265,472,55,233
image_1435,87,302,36,237
image_1436,57,335,12,485
image_1437,9,244,16,124
image_1438,0,413,15,374
image_1439,158,316,76,292
image_1440,8,265,12,340
image_1441,8,309,16,280
image_1442,36,332,57,498
image_1443,28,331,1,477
image_1444,0,249,18,462
image_1445,36,362,0,498
image_1446,34,180,1,219
image_1447,0,201,20,198
image_1448,249,402,64,301
image_1449,190,383,54,298
image_1450,0,456,39,471
image_1451,153,357,43,374
image_1452,0,305,60,493
image_1453,201,437,0,374
image_1454,15,321,46,375
image_1455,118,247,76,338
image_1456,19,430,18,302
image_1457,13,300,23,383
image_1458,5,331,42,442
image_1459,95,412,150,498
image_1460,53,420,33,470
image_1461,158,453,12,332
image_1462,53,172,9,198
image_1463,20,373,81,270
image_1464,96,224,156,374
image_1465,233,416,37,374
image_1466,146,354,1,328
image_1467,75,328,66,278
image_1468,35,546,15,604
image_1469,45,292,28,475
image_1470,154,346,107,315
image_1471,168,360,59,305
image_1472,46,192,21,327
image_1473,50,211,40,269
image_1474,0,357,1,374
image_1475,24,297,2,325
image_1476,189,291,34,285
image_1477,61,499,0,374
image_1478,10,357,96,498
image_1479,176,382,37,331
image_1480,127,291,74,374
image_1481,76,209,42,306
image_1482,123,304,83,374
image_1483,60,243,32,264
image_1484,98,438,1,373
image_1485,25,254,36,475
image_1486,131,380,31,281
image_1487,208,329,39,374
image_1488,201,259,116,231
image_1489,53,401,40,498
image_1490,102,376,64,349
image_1491,23,157,77,338
image_1492,7,331,38,462
image_1493,112,300,48,337
image_1494,0,120,9,228
image_1495,1001,1403,340,1034
image_1496,145,319,70,270
image_1497,86,944,82,1330
image_1498,147,337,69,246
image_1499,76,344,8,419
image_1500,31,371,43,408
image_1501,65,449,17,367
image_1502,230,445,37,288
image_1503,108,396,55,330
image_1504,52,399,0,370
image_1505,182,325,50,350
image_1506,165,395,26,332
image_1507,31,279,24,230
image_1508,0,367,0,374
image_1509,121,240,39,200
image_1510,253,373,179,337
image_1511,106,198,67,290
image_1512,46,262,77,487
image_1513,27,355,114,261
image_1514,110,345,87,332
image_1515,7,356,13,292
image_1516,92,358,122,236
image_1517,3,297,6,127
image_1518,125,405,111,298
image_1519,123,321,45,481
image_1520,180,376,139,332
image_1521,30,497,66,498
image_1522,231,481,125,428
image_1523,0,317,67,441
image_1524,125,350,16,374
image_1525,0,380,0,332
image_1526,75,383,54,230
image_1527,124,478,32,374
image_1528,165,434,260,490
image_1529,13,176,138,267
image_1530,112,192,39,153
image_1531,83,167,270,442
image_1532,68,269,149,438
image_1533,47,499,67,374
image_1534,2,496,46,300
image_1535,43,350,0,230
image_1536,0,241,107,382
image_1537,23,233,32,236
image_1538,168,401,100,331
image_1539,24,135,132,280
image_1540,0,377,47,197
image_1541,74,272,163,298
image_1542,203,283,52,219
image_1543,150,420,66,279
image_1544,0,448,77,372
image_1545,48,413,18,388
image_1546,15,491,34,405
image_1547,145,332,188,265
image_1548,215,378,102,374
image_1549,33,195,50,275
image_1550,166,483,128,725
image_1551,155,235,118,390
image_1552,3,186,6,162
image_1553,9,582,27,464
image_1554,21,499,41,373
image_1555,205,413,33,332
image_1556,146,488,57,247
image_1557,0,353,18,332
image_1558,38,406,66,362
image_1559,0,339,33,274
image_1560,0,395,23,238
image_1561,131,428,33,356
image_1562,228,327,178,351
image_1563,140,405,0,329
image_1564,36,353,146,306
image_1565,6,168,1,203
image_1566,118,315,16,328
image_1567,133,381,37,292
image_1568,142,323,60,226
image_1569,127,255,131,438
image_1570,160,311,184,356
image_1571,21,326,35,319
image_1572,222,394,144,374
image_1573,193,377,111,307
image_1574,86,266,90,476
image_1575,1,197,2,199
image_1576,0,337,11,476
image_1577,347,467,99,229
image_1578,13,298,8,202
image_1579,268,391,94,332
image_1580,0,273,63,498
image_1581,43,402,10,451
image_1582,45,433,78,312
image_1583,114,542,222,722
image_1584,202,1189,142,1181
image_1585,184,285,173,273
image_1586,27,350,11,374
image_1587,39,175,6,208
image_1588,165,346,137,287
image_1589,31,140,46,303
image_1590,186,344,1,359
image_1591,42,310,0,261
image_1592,0,493,75,287
image_1593,62,119,152,270
image_1594,175,478,21,254
image_1595,26,200,93,438
image_1596,96,342,196,411
image_1597,127,499,162,356
image_1598,95,345,43,193
image_1599,208,499,108,333
image_1600,102,499,32,332
image_1601,0,706,39,598
image_1602,81,491,50,372
image_1603,62,338,75,291
image_1604,20,372,49,303
image_1605,46,345,103,371
image_1606,176,348,164,374
image_1607,0,399,7,195
image_1608,197,300,137,239
image_1609,188,424,91,245
image_1610,117,316,18,473
image_1611,190,404,30,340
image_1612,30,233,21,180
image_1613,48,173,5,151
image_1614,160,334,295,645
image_1615,72,428,25,339
image_1616,3,357,106,480
image_1617,0,170,16,132
image_1618,173,336,41,331
image_1619,185,315,145,374
image_1620,239,293,93,226
image_1621,181,409,53,229
image_1622,123,400,73,259
image_1623,23,332,63,497
image_1624,68,300,242,425
image_1625,143,363,133,301
image_1626,111,256,49,313
image_1627,200,383,61,359
image_1628,0,258,48,283
image_1629,1,392,45,374
image_1630,57,331,41,485
image_1631,227,403,116,307
image_1632,90,414,169,440
image_1633,8,194,7,199
image_1634,115,407,123,317
image_1635,99,373,80,316
image_1636,227,396,104,268
image_1637,1,323,121,497
image_1638,106,386,109,374
image_1639,105,217,21,226
image_1640,57,516,38,423
image_1641,61,324,91,498
image_1642,20,329,1,498
image_1643,154,499,79,374
image_1644,1,163,32,199
image_1645,195,340,79,292
image_1646,190,498,23,385
image_1647,70,149,28,134
image_1648,36,457,36,424
image_1649,16,262,48,468
image_1650,78,300,7,498
image_1651,10,287,66,432
image_1652,24,300,84,249
image_1653,87,228,37,332
image_1654,53,301,95,232
image_1655,159,246,118,305
image_1656,37,341,55,332
image_1657,118,331,80,467
image_1658,257,323,97,265
image_1659,10,195,113,251
image_1660,1,189,44,334
image_1661,143,278,64,315
image_1662,5,176,17,216
image_1663,23,498,1,319
image_1664,32,334,70,196
image_1665,32,254,47,336
image_1666,34,374,51,241
image_1667,55,230,119,465
image_1668,178,292,138,278
image_1669,152,388,184,353
image_1670,60,329,0,498
image_1671,211,468,13,181
image_1672,83,499,40,374
image_1673,88,269,76,313
image_1674,0,104,3,99
image_1675,142,810,67,729
image_1676,92,315,15,303
image_1677,37,472,66,386
image_1678,199,468,67,452
image_1679,145,231,19,266
image_1680,313,382,202,328
image_1681,45,289,43,490
image_1682,236,447,80,332
image_1683,45,186,206,383
image_1684,11,355,115,423
image_1685,31,290,43,483
image_1686,126,476,82,403
image_1687,168,462,132,475
image_1688,137,389,157,389
image_1689,22,178,243,482
image_1690,77,370,190,433
image_1691,156,300,68,343
image_1692,21,397,0,332
image_1693,111,347,47,455
image_1694,111,381,192,476
image_1695,45,281,118,498
image_1696,75,262,88,463
image_1697,47,349,91,442
image_1698,229,412,51,457
image_1699,176,400,33,470
image_1700,105,264,56,332
image_1701,25,315,142,416
image_1702,26,465,26,464
image_1703,336,498,8,205
image_1704,1,262,132,498
image_1705,240,478,32,275
image_1706,0,319,233,482
image_1707,135,464,72,446
image_1708,26,412,17,371
image_1709,57,462,11,359
image_1710,200,314,102,328
image_1711,6,139,56,310
image_1712,65,392,38,476
image_1713,65,331,48,498
image_1714,57,370,210,478
image_1715,190,456,184,383
image_1716,92,302,65,482
image_1717,9,195,11,258
image_1718,0,376,23,373
image_1719,175,353,209,456
image_1720,91,279,67,363
image_1721,23,282,186,451
image_1722,287,466,13,386
image_1723,302,394,200,415
image_1724,70,260,26,472
image_1725,214,343,144,263
image_1726,15,312,88,442
image_1727,58,328,96,497
image_1728,73,295,103,447
image_1729,52,336,139,384
image_1730,81,285,108,443
image_1731,96,397,203,456
image_1732,1,302,28,463
image_1733,122,268,65,332
image_1734,162,374,41,289
image_1735,136,212,232,465
image_1736,32,287,66,374
image_1737,0,499,0,374
image_1738,82,392,62,488
image_1739,6,256,44,374
image_1740,41,296,147,498
image_1741,0,315,26,498
image_1742,125,387,43,301
image_1743,116,290,196,422
image_1744,269,388,75,265
image_1745,237,393,129,295
image_1746,153,333,147,456
image_1747,49,281,177,364
image_1748,45,298,78,476
image_1749,63,326,5,487
image_1750,79,424,165,449
image_1751,20,210,49,372
image_1752,285,361,162,316
image_1753,78,272,146,374
image_1754,102,413,23,343
image_1755,103,358,116,466
image_1756,1,335,16,374
image_1757,56,396,17,341
image_1758,62,322,82,438
image_1759,14,193,119,270
image_1760,251,480,156,346
image_1761,0,315,46,498
image_1762,215,457,103,425
image_1763,21,287,218,466
image_1764,10,365,155,481
image_1765,25,199,21,214
image_1766,0,264,65,341
image_1767,309,485,144,285
image_1768,19,357,39,510
image_1769,23,341,101,498
image_1770,101,377,61,441
image_1771,33,364,111,460
image_1772,65,192,127,380
image_1773,43,196,112,483
image_1774,20,471,77,498
image_1775,39,477,61,260
image_1776,0,457,0,358
image_1777,18,354,71,477
image_1778,220,471,66,474
image_1779,90,284,75,386
image_1780,48,331,67,498
image_1781,73,419,27,498
image_1782,100,331,56,498
image_1783,25,383,35,495
image_1784,159,405,17,348
image_1785,1,405,92,463
image_1786,0,235,93,498
image_1787,192,356,168,374
image_1788,9,225,97,332
image_1789,140,460,96,379
image_1790,205,331,71,411
image_1791,1,279,51,498
image_1792,96,280,82,476
image_1793,0,313,120,463
image_1794,91,378,52,377
image_1795,61,455,21,457
image_1796,45,224,59,364
image_1797,56,228,112,255
image_1798,158,346,206,452
image_1799,48,309,62,437
image_1800,51,251,172,498
image_1801,91,296,208,487
image_1802,21,459,22,312
image_1803,116,299,212,443
image_1804,18,480,9,384
image_1805,256,477,117,332
image_1806,123,280,147,342
image_1807,0,319,50,498
image_1808,62,347,46,304
image_1809,33,398,82,498
image_1810,93,355,120,374
image_1811,27,386,18,480
image_1812,0,296,47,498
image_1813,282,475,162,330
image_1814,0,464,11,498
image_1815,187,311,96,332
image_1816,128,284,192,332
image_1817,0,297,8,498
image_1818,1,128,80,200
image_1819,0,285,96,332
image_1820,66,477,9,357
image_1821,0,300,28,493
image_1822,0,284,56,421
image_1823,11,303,171,468
image_1824,31,282,98,300
image_1825,62,295,67,476
image_1826,0,368,23,498
image_1827,0,457,1,332
image_1828,103,264,177,337
image_1829,46,285,37,481
image_1830,117,345,24,462
image_1831,119,289,75,221
image_1832,154,421,113,336
image_1833,86,438,175,486
image_1834,85,710,125,766
